Nadim Bradai,CEO,"Nadim is a crypto enthusiast with experience as advisor and marketing manager in several crypto related projects. He has an extended background in online marketing and E-commerce. He has been running his own web-shop for 4 years and managed to scale and grow his own brand in household items. He studied HRM at Stenden University. Nadim understands the value and potential of leveraging the power of intimate relations for advertising purposes. Nova Pupa is the embodiment of his passions, dreams and competences."
Sander Schokker,CTO,"I studied and completed my Doctorate in Chemistry / Microbiology at Groningen University. I completed my MSc in Computer Science at Middlesex University. I worked for great companies and gained a lot of experience, I have learned from many educations, courses. Knowledge management: Microsoft MCSA, MCSE, Cisco Systems CCNA, VoIP. Software: ERP, CRM, TMS, WMS, MS Office and a lot more. Always exploring new technologies like IoT, Blockchain technologies. Entrepreneur / online consultant: Zoekmachine Services Full service internet agency for online success. Developing websites, online stores, apps. Optimal marketing campaigns, successful conversions, high return on investment.@ https://zoekmachineservices.nl Entrepreneur / crematorium consultant: Cremation Consultancy BV Emission free and green cremations. @ https://cremationconsultancy.com Innovation, information technology, management, sales, marketing, media, business intelligence and strategy are my strengths. I am self-motivated and committed senior professional. My private and business network describe me as: curious, enthusiastic, structured, result-oriented, confident, ambitious and a team player who enjoys working in culturally diverse groups. I show perseverance, I am not afraid of challenging myself outside my comfort zone. I am resilient under pressure. Above all, I work smart and play social. Open minded and Solution orientated, Scrum Master, Business Process Improvement and Corporate Social Responsibility. Don’t hesitate just connect and give me a call my phone number is: +31648946747"
David Bolscher,Co-founder,David has taught academic skills at the UvA and knows what makes a good editor. He also holds a finance degree from Erasmus and has experience in consultancy and financial industry. He nails our product while making sure the financials are healthy.
Roderick Witjas,Co-founder,Roderick has been a student representative at the UvA and King’s College and knows what students struggle with. He is also a published academic writer. He makes sure the (potential) students and editors are satisfied in their needs.
Jeroen Coelen,Advisor on product & marketing,Jeroen Coelen | Advisor on product & marketing Ex-product & innovation manager at IAC backed scale-up Instapro Group TU Delft PhD candidate on scalable startups Mentored 100+ startups (early-stage of Breeze & Pieter Pot)
Daan & Mark,Developers,"Daan & Mark | Full-stack developers Broad experience in marketplaces, platforms and blockchain. Work on a freelance base and are available 24/7. Their solid test-driven approach ensures we never have to call them at night."
Gerald Langbrugger,CEO,"Gerald has vast experience as entrepeneur in the audio industry as well as in music business. He worked as Business & Development, Channel Manager, A&R and more, therfor has a huge network in those industries."
Nino Sumah,Founder,My name is Nino Sumah and I am the proud owner and sole founder of Bukser Jeans. I set up Bukser Jeans on my own. in June 2020 and have realized a turnover of over 100k. Together with my grandparents we take care of the orders. But it is now time for the next step.
Darragh Baratin,CEO,"This mission is personal to me. I experienced 6 different school systems growing up and the outright inefficient and boring way of learning in each one of them made me plainly sick. When I graduated, I wanted nothing to do with education. Until I babysitted some friend's kids on a Monday evening, and having traded a house chore with doing their homework, I realized that even with today's technologies, almost nothing has changed. So I went on a quest to understand why it is so slow to change. On the way I found one of the main causes and realized that with the right product, I could change the way of learning for people all over the world and save kids from years of the learning=boring equation. And that is what makes me never question working all day every day of the week. On the skills side, I bring extensive experience in community building."
Devon Yuan,CTO,"I have been CTO in multiple successful companies, and have built education products for more than a decade. The last startup I founded developed a technology that allowed our team to quickly build highly engaging education games, usable on all sorts of devices (smartphone to smart boards.) This startup was successful and our games used in 1/5th of Chinese schools before the regime got involved, which left me with a strong desire to succeed with a product on the western market. On the personal side, being a problem solver; I love challenges and am resilient and flexible in solving every problem from the early days to the successful ones. Nothing makes feel more fulfilled than seeing my 6-year-old daughter actually enjoying homework on games I built."
Steven Gijsman,CEO,Tech Entrepreneur - I Buy & Grow SaaS products.
Hadi Malekpour,CEO,Software Developer
Benjamin Marsili,Founder | Chief Executive Officer | Product | Engineering,"Builds iconic digital products. Talks about #HumanRelations, #Innovation, and #Recruitment Based in Amsterdam, North Holland, Netherlands"
Simon Verhoeven,Fractional CTO | Solution Architect,"Experts in #react, #nodejs, #software-architecture Based in Singapore"
Frederic Thieltgen,Board Director | Legal Counsel,10 years+ experience as Legal Director | EU and Singapore Lawyer Singapore
Julia Bron,CEO
Andrey,"UX/UI Designer, Front End"
Eugene,Back end and Infrastructure
Serge,Marketing and communication
Danielle,Strategy and business development
Johan,Logistics
Hugo,Operations
Constantine,BI / Data Analytics
Nienke van der Malen,Founder & CEO,"Experienced Director with a demonstrated history in marketing, branding and acquisition. Entrepreneurial spirit, international oriented, commercial driven. Strong professional skilled in Congress, Hospitality and Destination Management Industry, Management, Account Management and Strategy"
Bregje Frens,Co-Founder & Association Director,Talented coach and trainer with a strong track record in sales and business development.
Dennis van de Wiel,Co-Founder
Max Hovens,Co-Founder
Martijn Sprengers,Co-Founder
Maha Golestaneh,CEO and Co-Founder,"Maha is a dynamic go-getter with an enviable work ethic. She has a healthy appetite for risk and a high tolerance for the unknown, which shows in her many years of running her own companies. She is also a serial innovator, multi-content author, marketer, computational linguist, and research supervisor with a great aptitude for R&D, learning new things, and connecting the dots. Her eagerness to help everyone create high-quality content has led her to forge the GILO tech to use AI to automate research-related tasks."
Rufaro Hoto,CAO,"I am an innovative individual who believes in bridging the gap between people and technology. I am a passionate people person and I have a strong belief that at the centre of any product should be the human context. For this reason I wants to write, speak and influence movements to do with high tech, human touch. I am for the people and by the people I believe that people should put their brand out there to be noticed so to attract opportunities for themselves. He is a Co-Founder of HR tech startup, GConnection, which aims to connect young professionals to in demand job opportunities, additionally he is also a Co-Founder of Atlas Events a community based organization that focuses on creating social value through different event concepts."
Hans Koedood,Owner,Founder and Creator of Quis Fermentum Bamboo
Yaro,CEO & Co-founder,"Serial entrepreneur, ex-McKinsey, CEO & co-founder of not8"
Vlad,CTO & co-founder,"Vlad is a serial entrepreneur, ex-Yandex, ex-Arrival, CTO & co-founder of not8"
Freek Bijl,Co-Founder & CEO,After studies in Sociology and Organisational Design I ended up in digital consulting where I spend over a decade in digital transformation of mayor consumer brands. Ex Valtech Chief Strategy Officer. Now on a journey to build a highly addictive digital product that makes people play more ball games in real life.
Nicky Rog,Co-Founder & CMO,Worked for several consumer brand in the digital marketing and digital transformation space. Grassroots football player & heading up marketing at Mingle Sport
Joost Bollen,Co-Founder & CTO,"From Art School to develop to tech lead for many in large digital transformation projects. Now CTO at Mingle with a passion for APIs, things at scale and video processing."
Tim van Asch,Co-Founder & CXO,Design and Sports. That's Tim. Worked for several large media companies as a design lead and heading up several design teams. Now CXO at Mingle looking after the product and the UX team.
Julien Jukema,CEO,Founder 2 companies previous + setup and lead nationwide volunteer initiative during Covid 19.
Teddy Funger,CTO,Co-founder & CTO of ProctorExam - Exit to TurnitIn in 2020
Lisa Jukema,COO,"8,5 years at Tesla Motors lead the EMEA team for learning & development"
Yunus Demir,Lead developer,10 years + coding experience
Lucas den Otter,Forto cycling,founder of Forto cycling
Wouter Hazenberg,Founder
Jasper,Acoustician
Harry,Investor and advisor
Stijn,Production and logistics
Thomas,Production and logistics
David,Production and logistics
Luuk Hennen,CEO
Richard Fawcett,Content Director
Niels Bos,Director Strategic Partnerships
Johan Bosselaar,Head of Production
Killian Merks,Leader,"Killian Merks is a young, ambitious entrepreneur with a passion for personal development and helping others achieve their goals. He is currently studying business and is in his second year. In addition to his studies, he has worked in various fields such as the customs department and as a manager in a phone store, which have helped him to develop a broad range of skills. Killian is also dedicated to improving himself personally and is always looking for new opportunities to learn and grow. His goal is to become a successful entrepreneur in 10 years and to start his own consultancy that helps young people to enter society in a good way. Killian's unique combination of innovation and spontaneity will help him to create a large network and to achieve his goal."
Martijn Meeuws
Junjie de Graaff,Co-founder & CEO,Recent graduate of business administration & work experience in the startup environment
Roy Broertjes,Co-founder & CTO,Bsc computer science graduate and 7 years of IT working experience for startups
Rixt Singelsma,Co-Founder & CMO/ CPO,"After having created & marketed brands, I felt like setting up my own brand. And after having created digital products I wanted to apply those learnings to a physical product: launch early, listen to your customers, and keep iterating the product until we have that product-market-fit. Combine all that with a desire to take better care of our planet, and Boen Laundry Leaves was born."
Dingena Verkerk,Co-Founder - Sustainable operations lead,"Having worked in the field of sustainability and sustainable buisiness organisation for several years, I felt inspired to put this knowledge in to building a business from the ground up to help make consumers sustainable choices."
Jakin Girma,CEO - Founder,"I am a 22-year-old software developer with a background in customer service, software development, and server management. I am starting a nightclub to bring fresh and innovative experiences to guests, as I am tired of the repetitive nature of most nightclubs. I am confident in my ability to host memorable and enjoyable parties."
Perry Voskamp,CEO - Founder,"I am a 20-year-old software developer with expertise in software development, crafting solutions, and entrepreneurship. I've decided to start a nightclub business as I am always on the lookout for new opportunities and have a passion for hosting memorable events. While clubbing in various cities, I have observed a gap in the nightlife scene in Rotterdam and I aim to fill that with unique and interactive nightclub experiences."
Mathias Habte,Marketing advisor
Vincent van der Gaag,Founder | Managing director,"After his International Business & Languages study, Vincent has been working as procurement and sales manager at Agro Exim. He is an experienced turn-key project manager and is passionate about entrepreneurship. He is driven to make a positive impact in the world through business and strives to continuously learn and grow."
Chris van der Gaag,Founder | Operational director,"Chris is a self-taught technical guru with over 40 years of international indoor farming experience. He has extensive expertise in managing complex technical projects, from designing and building indoor farming systems to providing technical support and troubleshooting. He has a passion for finding innovative solutions to complex problems and is always looking for new ways to improve operational efficiency."
Ton Enthoven,R&D director,"Ton is an experienced horticultural expert with over 50 years of international experience. His expertise is in growing crops and indoor farm management, and is always looking for new and innovative ways to increase crop production. Ton is dedicated to helping farmers and growers succeed in their endeavours."
Hamdi Alhakimi,"Entrepreneur and Public Health Researcher who graduated from dental surgery college in 2006. He studied public health to become a researcher and university professor and recently studied Master in Epidemiology (medical statistics) focusing on applications of AI in health sciences. Regarding his career as an entrepreneur, he launched a consultation office in Saudi Arabia, providing consultations to over 800 researchers in Gulf states. He was forced to leave Saudi Arabia due to political reasons and he plans to use his skills and knowledge in medical research to start new innovations and change the way of dealing with medical data. His personal goals are to have an impact on the community through innovations in medical research and change the way of dealing with medical data and introduce new techniques in conducting health research, as well as to be an entrepreneur who changes the way of writing and publishing health research."
Bojan Pavlovic,Founder
Oscar Scoppa,Co-founder
Arohi Jain,Co-founder
Trond Are Gjone,CEO and founder,"Trond Are is the founder and co-owner of Fiskher. Trond grew up on a farm in Larvik, but now lives in the charming town of Lillesand, and he is our very own expert on anadromous fish species. He founded the app in 2019 and has been working determined towards the launch of the app ever since. Though his background is in sports, Trond has worked with developing industries and creating growth in the southern regions of Norway for the last five years."
Trond Svandal,CTO,"Trond is our very own tech-guru and co-owner. At Fiskher, we collaborate with institutions that work with research and development work. Artificial intelligence is especially a top priority at fiskher, as this contributed to developing the recognition program for our app. Trond is the man who collaborates with academia and development of the technology behind our services. With his two bachelor’s degrees and a master’s degree in mathematics, computer science and technology, he is the best man for the job! Since he caught his first salmon at the age of five, Trond has been an enthusiastic angler."
Tommy Egra,Head of Fishing Department,"Tommy is our Head of The Fishing Department. He lives in Kristiansand, a coastal beauty in the south of Norway, and he is one of Norways most recognized anglers. His work has helped shaping the modern sport fishing scene in as we know it today. He has over 30 years of fishing experience, and on the top of this, he is an expert on nautical charts and fish finders. His knowledge has affected the app immensely, and Tommy has played a big part in discovering the best fishing spots along the coast. His passion for fishing has taken him all over the world, but he still prefers to fish in the Norwegian waters."
Asgeir Alvestad,Co-founder,"Recognized as one of Norway’s most famous and merited anglers, it is co-owner Asgeirs knowledge that is the foundation for the development of fiskher. Asgeir is a passionate recreational angler, who at the age of twenty had more than 20.000 fishing hours. At the time being, he has caught over 149 different species in Norwegian waters! About 70 of these were caught in his hometown Lillesand. Fun fact: Besides multiple world records, Asgeirs biggest catch is the world’s second heaviest fish caught on a rod, a 1.1-ton Greenland shark caught in the Nedstrandsfjord. His smallest catch is a crystal cuttlefish of 0.5 grams."
Malu Ultee,CEO,Founder Malu Ultee started her career as an operations manager at the age of 22. After she dove back in the love for jewelry since she was a little child. Combining the experience and passion int Bound Studios.
Lonieke Ultee,COO,"Lonieke has been working in the 90's jewelry industry all over Europe. Next to being a single mother of two, she has built a successful language company and is now also in charge of the operations within Bound Studios."
Marco Weinreich,Co-Managing Director
Rico Weinreich,Co-Managing Director
Shilu George,Founder,22 years of experience in designing and developing software
Sarath Kallatt Sivasankaran,Co-founder,17 years of experience in designing and developing cloud applications
Dominique Surinx,CEO,"Dominique combines 20 years of pharma experience, with successful entrepreneurial experience in renewable energy. He holds a master in engineering and in business administration"
Pieter Wijfels,Venture Partner,"Before joining NLC, Pieter spent 15 years at Philips, bringing innovation to life across the globe. He enjoys working in fast-paced environments and supporting initiatives that truly improve people’s lives"
Simar Kaur
Kent Haverstock,Founder
Selyan,Founder/Creator
Henk Drost,CEO
Hans v/d Knijff,Aandeelhouder en financieel adviseur bij Mooi Hakkie bv,Heeft een boekhoudbedrijf en is belastingadviseur.
Mr. Marcel Willemsen,Is aandeelhouder en juridisch adviseur bij Mooi Hakkie bv,Heeft een eigen adviesbedrijf en is jurist.
Pieter van der Poel,CEO,"Pieter has been a serial entrepreneur for over ten years. He guided an earlier exit of Hemacon Gmbh (Düsseldorf), in blood separation technology in 2012. Since then he has been involved in numerous medical device start-ups, across Europe, in and outside of AI / Radiology. Earlier in his career, he held (strategic) marketing positions in radiology with Philips Healthcare and GE Healthcare, both in Europe and the US. His strengths include a strong networking capability, a relentless stamina to see things through to completion, and a keen eye for building up teams and combining the team member’s strengths. His knowledge of the radiology world, as well as his marketing background, are important in this leadership role. To this day he has a strong network of radiologists, both in Europe and America. “With our bare hands are we building up this Company. And with the positive responses of breast radiologists AND mammography companies alike, my motivation to make GENERA a success for many years to come only grows. I fully stand by GENERA’s purpose: to help more and more women obtain a better diagnosis and give them an even better chance of avoiding or curing breast cancer.”"
Jimmy Hermans,CEO & Co-Founder,"Jimmy is an experienced entrepreneur, innovation- and start-up manager who has worked with 25+ start-ups, governments and multinationals. Combined with his skateboarding background he started CityLegends. With the aim to use social media and techniques to guide the youth outdoors, instead of that the youth stays indoors."
Thijmen Verker,CTO & Co-Founder,"Thijmen is a born technician with over 15 years of experience in software development, security and complex tech solutions. He has worked at multinationals such as TNT, ING and various scale and start-ups. With his passion for street culture, he moved away from corporate life to realise his passion: Realising the world's largest urban community."
Milan Meurrens,VP of product / Developer / Scrum master,"Milan has put countless hours into inline skating, gaining an unprecedented discipline. He took this discipline to the Technical University of Leuven, his professional work in Robotics, the Automotive Solar Team and eventually CityLegends."
Yorick Knijff,Lead Urban Governments,"As a creative and entrepreneurial soul, Yorick has driven many culture, lifestyle and sports projects across Europe. Every day, he shares his information and knowledge with governments that want to realise vibrant cities with urban sports & culture."
Lois Mobach,Co-founder
Florian Haberler,Co-founder
Maria Loleyt,CEO,Ex-McKinsey and Ex-BBDO marketing expert with 15+ experience. Netherlands Female Role Model in Tech 2023 Built two profitable business.
German Syroezhkin,CTO,Global Talent Visa alumni. Ex Engineering Lead in YC backed Mirror-AI with 100M+ downloads. ex CV Engineer with >$10M economic contribution project. PhD in Computer Science.
Koen Lavrijssen,Founder,"I worked in the hospitality industry for over 10 years, started programming at the age of 12 and finished my Masters in Information Management. In Mr. Winston I combine my experience in these fields together with our team consisting out of a developer, salesman and marketeer."
Azis Isa,CEO,"I am a meticulously organized and detail-driven product owner, boasting a wealth of experience in product management spanning over 6 years, coupled with 2 years of immersive research expertise. My unwavering passion lies in exploring cutting-edge technology solutions that have the potential to enhance the lives of individuals, making them more purposeful and productive."
Adam Baialiev,CTO,I am a senior software engineer with over 8 years of experience.
Jorn Smith,Founder and CEO,Founder of tailormade mealprep service Jornaesthetics Complete
Imaan van der Zwan,CCO,Imaan has background in subscription based tech companies and media.
Jeroen van der Zwan,Founder and CFO,IT and Fitness specialist
ILIA TRUDEAU,Founder,"I am entrepreneur, author, self-researcher and philantropist."
Peter Comstock,CEO,"Successful Financial and Technology entrepreneur. Previously founded, built, and exited two Fintech start-ups. Sold FFReturns to SaxoBank in 2009 Sold NBWM to IBanFirst in 2020. Now building KubeLab: The Worlds Favourite Kubernetes Platform"
Matteo Bianchi,CTO,Kubernetes lover Platform Engineering enthusiast Mission: To make developers lives easier
Christel Brouwer,Marketing and Communication,Community Builder
Neil,Founder,"Creating software, media and websites since 2012."
Eser Sevinc,Founder,"Eser Sevinç embarked on a successful career in digital marketing and social media in organic fertilizer and energy companies, developing core skills and gaining valuable experience over more than a decade in the industry. This foundation paved the way for a transition to the energy sectors, where Eser Sevinç thrived as a foreign trade specialist for another 10 years."
Bora Fırat,Mechanical Engineer,Mechanical EngineerMechanical Engineer Olgu Engineer - Gent
Ecem Elif,Digital Expert,Digital Expert | Business DevelopmentDigital Expert | Business Development - Luxembourg B2B SaaS Business Development - ProductComplyB2B SaaS Business Development - ProductComply Chemycal - Rotterdam
Ramazan Demir,Electrical Engineer
Martin Duijs,CEO
Give me a Name,Digital Coach,I am the digital coach from Welpair Solutions with an AI-brain. My goal in live is to help humans work healthy in the office or at home. Humans are not robots so they need some attention from me to keep them healthy and make sure they stay productive by preventing stress-related issues. #stillwaitingforarealname
Peter-Paul van Maanen,CTO,Peter-Paul van Maanen is founder at Welpair Solutions BV. A startup developing wellbeing monitoring solutions for office worker. Before founding Welpair Solutions Peter-Paul has been a scientific researcher at TNO and a proffessor at the VU in AMsterdam.
Eva Meijer,CEO,"Background: After originally working as an Intellectual Property lawyer, Eva choose to leverage her entrepreneurial instincts. Embracing the challenge, she navigated Happybase's transition from a consumer-focused model to a business-to-business approach. In doing so, Eva soon evolved into a leader who is highly capable to turn ideas into action. Her personal goal is to drive Happybase’s growth, aiming to expand Happybase's footprint."
Marianne Meijers,Director L&D,"Background: Prior to joining Happybase, Marianne dedicated seventeen years as a Design Thinking lecturer and coach at the Amsterdam University of Applied Sciences (AUAS). It was during this time that she imparted valuable knowledge of Design Thinking and Positive Psychology and created the development method that would serve as the foundation of Happybase’s suite. In line with Happybase’s mission, Marianne’s personal goal is to see at least 10.000 professionals effectively using and embracing our development suite."
Jurriaan Graaff,Head of Product,"Jurriaan has worked in different pivotal roles in HR departments of various corporates and scale-ups. Jurriaan's strength lies not just in his expertise, but also in his ability to share it. A dynamic speaker, who loves sharing his knowledge at important events."
Wiert Omta,Chief Technology Officer,"Wiert is our experienced Tech Lead, with a firm grasp on both technical and business aspects. His track record since 2009 in web development provides a robust foundation for our company's growth. A trusted leader who excels in clear communication and teamwork."
Jeroen van Geelen,Business Development Lead,"Background: Jeroen brings a wealth of experience in business development and M&A, with a profound understanding of the HR domain. As a seasoned leader with deep expertise in digital solutions, he excels in fostering partnerships and driving innovation. Crucially, Jeroen's successful track record in selling HR software on a global scale bolsters our ability to secure a strong position in a competitive marketplace."
Nelson T. Ajulo,CEO,"""As a serial entrepreneur with a rich academic background, including a PhD in International Economics focused on human capital efficiency, I am deeply passionate about using technology to address socio-economic issues. I've dedicated my career to harnessing the transformative power of technology, aiming to create innovative solutions that optimize productivity, foster collaboration, and unlock human potential in the workplace. JobProject is a testament to this endeavor - an AI-powered platform that revolutionizes how businesses manage projects and teams. By merging my deep understanding of economics with technological innovation, I strive to bring about positive change and drive significant advancements in our working world."""
Yasin ben Moussa Salgueiral,Founder
Robert Middendorp,Co-founder
Jeroen Heiblom,Management
Wout Haakman,CEO
Kristóf Vass,CTO
Antonio Ivankovic,Co-founder,"Antonio is a senior telco executive with international experience in marketing and sales, corporate strategy, digital and customer experience. Spent last 15+ years in commercial business, as an entrepreneur or in corporation, focusing on proposition enhancement, value management and customer facing processes. Easy-going: Since the early days I had love for technology, business and seeing the world. Long career in telecoms is helping me experience all three."
Katarina Dabo,Founder,Front End Developer. Coding for a sustainable future while saving the seas
Lars van der Wal,CEO,"Cofounder of Gymstory, responsible for everything non-tech including commerce and funding."
Mathieu Wernsen,CTO,"Co-founder and responsible for all tech that customers can interact with, such as app and sensor."
Michael Fahim,CIO,"Cofounder and responsible for all tech a customer cannot interact with, including cloud, database, and interplatform communications."
Siebe van Mensfoort,CEO,"His drive is to bridge needs in the market with the opportunities of fore-front technology through managing cross-functional teams and building customer relations to create value from new propositions. In 2009, he obtained his PhD on experiments and modeling of blue solution-processed OLEDs at Philips Research."
Alice Furlan,Director of Operations,"She joined the company in 2016, after pursuing a PhD in organic photovoltaics. At Simbeyond, she is head of HR, as well as supporting the CEO in strategy and financial topics. In the past she has successfully coordinated various research proposals and projects, both internal and external at national and european level, as well as helped expand the team to its current size."
Megan Hong,CEO,Previously Software Engineer at Snapchat Maps M.S. in Artificial Intelligence @ Vrije University B.S. in Computer Science @ UCLA
Christos Ziakas,CTO,Data Scientist @ Turo M.S. Data Analytics and Engineering @ TU Munich
Bram Haenraets,Cofounder & CEO,"Bram Haenraets, CEO of Viqal, is a dynamic entrepreneur with a deep-rooted passion for innovation in the hospitality and travel sectors. He has co-founded previous ventures like Caltrix and Into Choco. Prior to his startup journey, Bram gained valuable experience at Rabobank International and BNP Paribas Asset Management. Based in Amsterdam, his leadership at Viqal exemplifies his commitment to leveraging technology for enhancing customer experience."
Daniel Formolo,Cofounder & CTO,"Daniel Formolo is the Chief Technology Officer at Viqal, bringing over 20 years of software engineering experience. An expert in Affective Computing, Conversational AI, and Data Mining, he earned his PhD in Artificial Intelligence from Vrije Universiteit Amsterdam. Daniel has seamlessly merged academic research with market-driven applications, resulting in developments like an AI system training security guards, embedded systems for various sectors, and an emotion-extracting voice system."
Peter Bakker,CEO,"PETER BAKKER CEO, PARTNER With 25 years of management experience in various Asian markets, Peter has been part of the content marketing industry since its early stages. He helped launch King Content, a pioneering content marketing company, in Singapore in 2010. Peter then went on to co-found award-winning agency Immedia Content followed by the launch of Contrend as Partner and Managing Director. Now based in San Francisco, Peter previously worked for prestigious news brands including The Economist and Financial Times as Director of Marketing and Circulation. When not schooling the team on the benefits of staying active and fit, Peter speaks at industry events and exhibitions across Europe, Asia and the US."
Richard Jones,CTO,"RICHARD JONES CHIEF TECHNOLOGY OFFICER, PARTNER With more than 23 years of digital marketing and commercial strategy experience across APAC and EMEA, Richard is co-founder and CTO of Contrend and Immedia Content. Richard has worked with well-known MNCs like EY, SoftBank, Molson Coors Brewers and Boots The Chemist. After moving to Singapore from the UK in 2010, Richard built several successful businesses that created mobile apps and award-winning digital solutions for clients that included Courts Asia and many others. Richard still finds time to deliver courses and lectures to SMEs, and enjoys keeping his finger on the pulse of the latest tech innovations."
Igor Lakhmotkin,Software developer,"Data Analyst, Software developer"
Niels Arts,"Co-founder (creative mind, future focused)","Creative online marketeer since 2008. Think I have the ability to see problems and solutions everywhere, I thrive on thinking big and anticipating future trends. Recognizing the power of collaboration and my own personal weaknesses, I tried to assemble a better team. First with Bas S., who brings structure and operational prowess. Later also with Bas B., with his youthful technological wizardry. I enjoy creating highly useful solutions with smart and flexible individuals. Being a fan of the EU, I perceive demographic changes as both a threat and an opportunity. - 2017-2023: cofounder Wecommerce - 2010-2021: cofounder of multilingual Hockeygear.eu shops. 2021: sold shares. - 2010-2017: cofounder watch band webshop. 10 languages. - 2024/2015: finalist Freelancer of the Year Awards - 2004: start freelancing"
Bas van Schijndel,"Co-founder (structured, focused on now and nearby future)","Responsible for business strategy and managing operations. Before Clonable Niels (other founder) and I had an online marketing agency. I was responsible for sales, planning, and technical SEO. From there, Niels, Bas van den Boom and I came up with the idea of cloning websites. Since november 2021 we founded a separate company Clonable B.V. My purpose is to maintain a good balance in our company, structurize it and provide the team what they need to enjoy work and getting the job done. - Entrepreneur since 2005 (small business) - Create queues at events with Clonable - Founded marketing agency Wecommerce in 2017"
Bas van den Boom,Co-founder (CTO),"Responsible for our software and infrastructure. I already started programming in high school, making several apps. At the end of high school, I started my own company in software development. Last summer I graduated cum laude from Eindhoven University of Technology and got my degree in Computer Science. Learning about technologies and putting them to use is one of the things I really like to do, and my position at Clonable gives me plenty of time for that. Making educated decisions for our technology stack and seeing them work out well really makes me happy. I the end, I want Clonable to be a product I can be proud of and something our users love to work with."
Jeroen Fransen,CEO
Marnix Vandooren,CEO,"The driving force behind multiple startups, from developing an e-sharing platform to building brands around creators. His military discipline and strategic thinking fuel his passion for building sustainable brands and communities."
Lennard Terlouw,CEO,"Lennard is an enthusiastic, young entrepreneur who wants to share his passion and love for beer with the rest of the world. After studying business administration and completing a master's in entrepreneurship, he fully embraced entrepreneurship and embarked on expanding My Dear Beer. Strengths: creativity, communication, visionary"
Jeroen Balzer,Business Partner,"Jeroen has founded several companies and held numerous senior executive positions both in the US and Europe, working with start-ups, scale-ups, and corporates. With over 30 years of leadership experience in business development, alliances, strategy, sales, and consulting."
John Geluk,Advisory board (ex Co-founder),"John worked for about a year and a half before he moved to NS (Dutch Railways) for a procurement traineeship. The corporate environment appealed to him more than the start-up life. At NS, he negotiates with suppliers for major contracts. John is structured, analytical, and strategically strong."
Lukas Bronsvoort,Founder & CEO,"Lukas' strong background in strategic marketing and his ability to successfully lead teams have made him a valuable asset in the automotive and e-commerce industries. He has a passion for driving digital transformation and leveraging e-commerce to drive growth, and has demonstrated his ability to identify and capitalize on new opportunities. As founder of Colecti, Lukas is putting his leadership skills and strategic marketing expertise to work, building a successful business and helping others to achieve their goals."
Jurre Machielsen,Founder & CTO,Background in building engineering & innovation sciences. A curiosity into new technology. React.js • Next.js • Networking • TypeScript • Blockchain Concept
Raphael Cornelis,Founder & COO,"Front-end dev, UX design React.js • Next.js • TypeScript • Blockchain Concept"
Sander Mandemaker,Founder & CIO,Full stack developer React.js • Next.js • TypeScript • Blockchain Concept
Robbert van Goethem,CEO,Robbert has over 10 years experience in the travel industry and founded LEAVV in 2021.
Tjalling Oosterhuis,CCO & CIO,Tjalling worked as a strategy consultant for Deloitte in the field of IT and has an IT Strategy background.
Viena Fromm,Founder and CEO,"Marketing professional, Airbnb Superhost, and hospitality & tourism entrepreneur with more than 10 years of experience. Viena founded the first Eco-Hostel in a small rural community in San Pedro Sula, Honduras, in 2014. She was also one of the founders of the Startup Community in Honduras and a Techstars Community Lead in Latin America. Viena is really passionate about entrepreneurship, innovation, startups, connecting people, travelling, and digital marketing."
Patrick Stooker,Founder & CEO,"Building brands and accelerating innovative businesses are my biggest passions in life. Over 15 years of working in the international media & communications industry has elevated my marketing mindset, with a specialization in technology and growth strategies. I’m on a mission to help innovative businesses ideas grow and thrive. Previously founded and successfuly exited Subb4 and Junea."
